Ascii Data Listing

Data listed on 10/24/23 17:30:26
file F:/PolyU/STM/SnTe/19 Oct 2023/Sb_SnTe_HOPG_PtIr_LT_2023_10_24_11_22_10_281.sm4, 10/24/23 11:13:31

Data Listing of Primary axis

 Plot Number: 1

	LIA Current, Bias 0.500 V, Setpoint 100.000 pA
	; ; 

8 lines of 1001 points, x units V y units A
LIA Current
Raw Data

DATA TABLE 3
	                	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       
	1x V            	1y3 A           	1y4 A           	1y5 A           	1y6 A           	1y7 A           	1y8 A           
	X_pixel         	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   
	Y_pixel         	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   
	-1.5200001e-01  	+1.3410439e-12  	+2.2617728e-12  	+3.2301900e-12  	+4.1429278e-12  	+1.7328979e-12  	+2.0199734e-12  
	-1.5300006e-01  	+1.6730651e-12  	+2.2047618e-12  	+3.4014321e-12  	+4.5842865e-12  	+1.6213953e-12  	+1.8716092e-12  
	-1.5400004e-01  	+1.7682091e-12  	+2.3337686e-12  	+4.4482855e-12  	+4.5625261e-12  	+1.9198748e-12  	+1.9699847e-12  
	-1.5500003e-01  	+1.9013322e-12  	+2.1840958e-12  	+4.4720855e-12  	+5.0134306e-12  	+1.8674602e-12  	+1.8299045e-12  
	-1.5600002e-01  	+1.9138352e-12  	+2.5668786e-12  	+4.3160189e-12  	+4.4767653e-12  	+3.6820911e-12  	+1.8069427e-12  
	-1.5700001e-01  	+1.8552365e-12  	+2.2662339e-12  	+4.0136184e-12  	+5.0308928e-12  	+3.9454225e-12  	+1.5789131e-12  
	-1.5800005e-01  	+1.4337804e-12  	+2.7813715e-12  	+3.7962060e-12  	+4.9401260e-12  	+3.1203310e-12  	+1.7000968e-12  
	-1.5900004e-01  	+1.1439389e-12  	+2.4567078e-12  	+5.0899341e-12  	+4.8903143e-12  	+2.4314643e-12  	+1.9589998e-12  
	-1.6000003e-01  	+1.5486218e-12  	+2.5573931e-12  	+5.1116338e-12  	+5.0923974e-12  	+2.9910076e-12  	+1.5644961e-12  
	-1.6100001e-01  	+1.7414055e-12  	+2.9882323e-12  	+5.6207088e-12  	+4.8809264e-12  	+2.6296545e-12  	+6.6609121e-13  
	-1.6200006e-01  	+1.7518596e-12  	+3.2043597e-12  	+5.4698156e-12  	+5.2927714e-12  	+2.6368675e-12  	+1.1521112e-12  
	-1.6300005e-01  	+2.0371471e-12  	+2.9593751e-12  	+5.5431016e-12  	+5.8236068e-12  	+2.8002774e-12  	+1.3874285e-12  
	-1.6400003e-01  	+1.9400985e-12  	+3.2661669e-12  	+5.7880345e-12  	+5.9393840e-12  	+2.9410049e-12  	+1.8553481e-12  
	-1.6500002e-01  	+2.4921773e-12  	+3.0939934e-12  	+6.5488834e-12  	+6.4843751e-12  	+3.5938899e-12  	+2.1799468e-12  
	-1.6600001e-01  	+2.9451912e-12  	+3.5900297e-12  	+5.0213466e-12  	+6.7711995e-12  	+3.8423574e-12  	+1.3306458e-12  
	-1.6700006e-01  	+2.6935479e-12  	+3.5891262e-12  	+5.5507894e-12  	+7.0032196e-12  	+3.3481512e-12  	+1.6383221e-12  
	-1.6800004e-01  	+2.8693768e-12  	+3.6441583e-12  	+6.2474002e-12  	+6.9612172e-12  	+3.8238475e-12  	+2.4016201e-12  
	-1.6900003e-01  	+3.1637308e-12  	+4.2354315e-12  	+6.7021046e-12  	+7.1558263e-12  	+4.0392576e-12  	+2.3957481e-12  
	-1.7000002e-01  	+3.3936137e-12  	+3.2654777e-12  	+6.8102824e-12  	+6.2508414e-12  	+4.3621239e-12  	+2.6806584e-12  
	-1.7100000e-01  	+3.3525283e-12  	+4.5024743e-12  	+6.4246963e-12  	+6.1269757e-12  	+5.5459374e-12  	+2.8186897e-12  
	-1.7200005e-01  	+3.8897991e-12  	+4.6853068e-12  	+6.6791616e-12  	+6.9575292e-12  	+6.9083320e-12  	+2.0411936e-12  
	-1.7300004e-01  	+2.8611766e-12  	+4.5590428e-12  	+7.7434162e-12  	+8.4906075e-12  	+8.1581296e-12  	+3.1944551e-12  
	-1.7400002e-01  	+2.1312897e-12  	+4.6373066e-12  	+7.8081942e-12  	+8.9170780e-12  	+8.9583636e-12  	+3.3131148e-12  
	-1.7500001e-01  	+1.9247596e-12  	+4.5343859e-12  	+9.5939775e-12  	+9.5511507e-12  	+7.8431055e-12  	+3.4611858e-12  
	-1.7600006e-01  	+2.4920190e-12  	+4.1925768e-12  	+9.0497315e-12  	+8.5637860e-12  	+9.9024877e-12  	+3.8266044e-12  
	-1.7700005e-01  	+3.3255666e-12  	+5.2580561e-12  	+8.3538888e-12  	+8.6544452e-12  	+9.0742249e-12  	+3.6783888e-12  
	-1.7800003e-01  	+3.0141928e-12  	+4.7417404e-12  	+8.9334417e-12  	+8.3218189e-12  	+7.4918240e-12  	+3.7248663e-12  
	-1.7900002e-01  	+2.9229791e-12  	+5.2976373e-12  	+9.8274045e-12  	+8.3904854e-12  	+8.4691958e-12  	+4.1990309e-12  
	-1.8000001e-01  	+3.0003582e-12  	+5.2679701e-12  	+1.0396912e-11  	+8.8445935e-12  	+8.9188015e-12  	+3.6091731e-12  
	-1.8100005e-01  	+2.5920383e-12  	+5.1161601e-12  	+1.0630917e-11  	+1.0152193e-11  	+9.5958259e-12  	+4.0440819e-12  
	-1.8200004e-01  	+2.2219308e-12  	+5.5440002e-12  	+1.0153111e-11  	+9.9654165e-12  	+1.0504592e-11  	+4.5959699e-12  
	-1.8300003e-01  	+2.1849246e-12  	+6.0737739e-12  	+1.1054668e-11  	+1.0171607e-11  	+9.6933451e-12  	+4.2889780e-12  
	-1.8400002e-01  	+2.5215652e-12  	+5.6245503e-12  	+1.2092199e-11  	+1.0179029e-11  	+9.7911523e-12  	+3.0353432e-12  
	-1.8500006e-01  	+2.7418369e-12  	+5.5495417e-12  	+1.1028950e-11  	+1.0337220e-11  	+9.7257228e-12  	+2.4442794e-12  
	-1.8600005e-01  	+2.5796006e-12  	+6.0646887e-12  	+1.1829399e-11  	+9.7607825e-12  	+7.8785277e-12  	+1.8953812e-12  
	-1.8700004e-01  	+3.4473184e-12  	+6.3277127e-12  	+1.1881516e-11  	+9.4810687e-12  	+9.3904606e-12  	+1.9335096e-12  
	-1.8800002e-01  	+3.5122408e-12  	+6.3034426e-12  	+1.2234812e-11  	+1.0570492e-11  	+4.9302168e-12  	+2.1242676e-12  
	-1.8900001e-01  	+4.5458784e-12  	+6.3723883e-12  	+1.3155318e-11  	+1.2015826e-11  	+6.5143732e-12  	+1.9935100e-12  
	-1.9000006e-01  	+5.7376408e-12  	+6.2546227e-12  	+1.3422254e-11  	+1.1652038e-11  	+1.0539195e-11  	+2.2490276e-12  
	-1.9100004e-01  	+5.6059567e-12  	+6.6594408e-12  	+1.2421901e-11  	+1.0769037e-11  	+8.1263711e-12  	+1.3844017e-12  
	-1.9200003e-01  	+5.3187598e-12  	+6.6539131e-12  	+1.1967844e-11  	+1.0547824e-11  	+1.0326370e-11  	+1.8513435e-12  
	-1.9300002e-01  	+5.4799719e-12  	+6.7336067e-12  	+1.0683700e-11  	+1.0306924e-11  	+9.4240111e-12  	+2.7559044e-12  
	-1.9400001e-01  	+6.2084430e-12  	+6.9358989e-12  	+1.1897902e-11  	+1.1325768e-11  	+6.9924023e-12  	+2.4400558e-12  
	-1.9500005e-01  	+6.4483982e-12  	+6.1178345e-12  	+1.1872253e-11  	+1.2085461e-11  	+6.5907462e-12  	+2.9545184e-12  
	-1.9600004e-01  	+6.9760812e-12  	+6.8847042e-12  	+1.4334404e-11  	+1.2990497e-11  	+6.9527981e-12  	+1.6656518e-12  
	-1.9700003e-01  	+5.8124868e-12  	+7.1806601e-12  	+1.5157460e-11  	+1.3312222e-11  	+5.8545963e-12  	+1.5944103e-12  
	-1.9800001e-01  	+4.7048741e-12  	+6.8074231e-12  	+1.5568496e-11  	+1.3811942e-11  	+5.8590342e-12  	+2.7686404e-12  
	-1.9900006e-01  	+5.1863353e-12  	+7.8884607e-12  	+1.3865019e-11  	+1.4179097e-11  	+7.6083003e-12  	+2.6703626e-12  
	-2.0000005e-01  	+5.5528620e-12  	+8.0382125e-12  	+1.5013553e-11  	+1.2414944e-11  	+7.6203046e-12  	+2.4702727e-12  
	-2.0100003e-01  	+6.7312969e-12  	+7.4772020e-12  	+1.4378801e-11  	+1.3090218e-11  	+8.8183957e-12  	+3.2485696e-12  
	-2.0200002e-01  	+5.8886455e-12  	+8.4852099e-12  	+1.5443190e-11  	+1.3648905e-11  	+6.3543207e-12  	+3.2533891e-12  
	-2.0300001e-01  	+6.5281196e-12  	+7.4842762e-12  	+1.6513601e-11  	+1.4561815e-11  	+6.8785017e-12  	+4.0622753e-12  
	-2.0400006e-01  	+6.3805606e-12  	+7.4356979e-12  	+1.5123621e-11  	+1.2050024e-11  	+8.1279644e-12  	+4.5144556e-12  
	-2.0500004e-01  	+6.4375575e-12  	+7.7283379e-12  	+1.6492396e-11  	+1.1220076e-11  	+7.7818238e-12  	+4.7371395e-12  
	-2.0600003e-01  	+5.5701893e-12  	+7.6521888e-12  	+1.5283242e-11  	+9.8219610e-12  	+6.7476836e-12  	+3.8748050e-12  
	-2.0700002e-01  	+5.7593964e-12  	+8.8793781e-12  	+1.3116398e-11  	+1.3086819e-11  	+7.3296950e-12  	+4.2537831e-12  
	-2.0800000e-01  	+5.2525055e-12  	+8.8261343e-12  	+1.2941807e-11  	+1.1504683e-11  	+7.0868853e-12  	+3.9033776e-12  
	-2.0900005e-01  	+5.1244209e-12  	+8.3641427e-12  	+1.2705880e-11  	+1.0170322e-11  	+9.1563120e-12  	+3.9396203e-12  
	-2.1000004e-01  	+5.3734144e-12  	+9.4082389e-12  	+1.2924643e-11  	+1.2879166e-11  	+1.0068566e-11  	+2.9236032e-12  
	-2.1100003e-01  	+5.6297892e-12  	+8.4142016e-12  	+1.5166351e-11  	+1.0341015e-11  	+6.7756139e-12  	+2.8625969e-12  
	-2.1200001e-01  	+6.0488003e-12  	+8.2028984e-12  	+1.5409658e-11  	+1.4520613e-11  	+9.4836534e-12  	+4.7890238e-12  
	-2.1300006e-01  	+5.4121716e-12  	+8.7087369e-12  	+1.5684702e-11  	+1.2819254e-11  	+1.2118616e-11  	+5.2941406e-12  
	-2.1400005e-01  	+4.1395893e-12  	+7.6058370e-12  	+1.6290020e-11  	+9.4463630e-12  	+1.3469528e-11  	+6.4946152e-12  
	-2.1500003e-01  	+4.4755219e-12  	+8.2559324e-12  	+1.6567832e-11  	+1.3120584e-11  	+1.4293631e-11  	+4.3057233e-12  
	-2.1600002e-01  	+4.4937617e-12  	+8.4805487e-12  	+1.6992102e-11  	+1.2594648e-11  	+1.2166873e-11  	+2.4211778e-12  
	-2.1700001e-01  	+4.9401633e-12  	+8.5360512e-12  	+1.4898730e-11  	+1.2003756e-11  	+1.1949642e-11  	+2.6260550e-12  
	-2.1800005e-01  	+5.2793512e-12  	+8.5658303e-12  	+1.6149519e-11  	+1.5742872e-11  	+1.1993949e-11  	+3.7166338e-12  
	-2.1900004e-01  	+5.1272940e-12  	+8.5361631e-12  	+1.5983600e-11  	+1.2547946e-11  	+1.1493181e-11  	+3.5584996e-12  
	-2.2000003e-01  	+5.5401213e-12  	+8.5286986e-12  	+1.6666515e-11  	+1.4587612e-11  	+9.0681950e-12  	+3.3442071e-12  
	-2.2100002e-01  	+4.9000140e-12  	+7.3879913e-12  	+1.6243168e-11  	+1.4542439e-11  	+1.2539341e-11  	+2.3148209e-12  
	-2.2200006e-01  	+4.3084611e-12  	+8.8041926e-12  	+1.7080396e-11  	+1.3189325e-11  	+9.7451960e-12  	+3.3571245e-12  
	-2.2300005e-01  	+4.0891023e-12  	+7.9641866e-12  	+1.6939188e-11  	+1.4427095e-11  	+1.3675871e-11  	+3.2759969e-12  
	-2.2400004e-01  	+4.3538909e-12  	+7.5386416e-12  	+1.6069366e-11  	+1.3408996e-11  	+1.2208605e-11  	+5.3182198e-12  
	-2.2500002e-01  	+5.0375515e-12  	+8.5346357e-12  	+1.6589487e-11  	+1.0307030e-11  	+1.2228079e-11  	+4.6909135e-12  
	-2.2600001e-01  	+5.0383994e-12  	+7.8666258e-12  	+1.6280338e-11  	+1.6105771e-11  	+1.0878616e-11  	+5.5856908e-12  
	-2.2700006e-01  	+4.8925122e-12  	+7.4982503e-12  	+1.5245317e-11  	+1.2240479e-11  	+1.0531782e-11  	+5.5232646e-12  
	-2.2800004e-01  	+4.8745565e-12  	+7.6843289e-12  	+1.4954829e-11  	+1.5477668e-11  	+1.4108452e-11  	+5.7379670e-12  
	-2.2900003e-01  	+4.2339413e-12  	+7.1304664e-12  	+1.4025447e-11  	+1.1724136e-11  	+1.4296612e-11  	+5.9369020e-12  
	-2.3000002e-01  	+3.6181509e-12  	+7.6184050e-12  	+1.2859627e-11  	+1.2084534e-11  	+1.3554515e-11  	+6.4998306e-12  
	-2.3100001e-01  	+4.5446351e-12  	+6.8309854e-12  	+1.5414786e-11  	+1.2976047e-11  	+1.2575975e-11  	+5.9184897e-12  
	-2.3200005e-01  	+4.2219505e-12  	+6.7619139e-12  	+1.5204005e-11  	+1.4193658e-11  	+1.3719303e-11  	+4.6980054e-12  
	-2.3300004e-01  	+3.5150769e-12  	+6.8231440e-12  	+1.4738655e-11  	+9.8782128e-12  	+1.2563453e-11  	+5.5115482e-12  
	-2.3400003e-01  	+3.2696500e-12  	+6.3986841e-12  	+1.3582292e-11  	+1.2516686e-11  	+1.3442947e-11  	+5.2614696e-12  
	-2.3500001e-01  	+3.3337111e-12  	+6.5861409e-12  	+1.3072882e-11  	+1.0165838e-11  	+1.3724561e-11  	+5.6569276e-12  
	-2.3600006e-01  	+3.3795182e-12  	+6.6156173e-12  	+1.3681525e-11  	+9.8497096e-12  	+1.2843916e-11  	+4.9501145e-12  
	-2.3700005e-01  	+4.4945627e-12  	+6.3110749e-12  	+1.3617263e-11  	+1.2099347e-11  	+1.4558001e-11  	+5.5819052e-12  
	-2.3800004e-01  	+5.0252723e-12  	+6.7533830e-12  	+1.2188326e-11  	+7.9941982e-12  	+1.2191464e-11  	+5.4138152e-12  
	-2.3900002e-01  	+3.6018946e-12  	+5.6715730e-12  	+1.1072988e-11  	+9.0100661e-12  	+1.3278378e-11  	+4.2348074e-12  
	-2.4000001e-01  	+4.0591415e-12  	+5.5624450e-12  	+1.0000411e-11  	+8.4665512e-12  	+1.1460879e-11  	+3.8376498e-12  
	-2.4100006e-01  	+3.9958579e-12  	+6.0857690e-12  	+1.0707406e-11  	+1.0827938e-11  	+1.1394997e-11  	+2.5273160e-12  
	-2.4200004e-01  	+4.1983183e-12  	+5.2956307e-12  	+1.1048550e-11  	+9.9542458e-12  	+1.1130530e-11  	+3.2091886e-12  
	-2.4300003e-01  	+3.9556435e-12  	+5.4318086e-12  	+1.0907366e-11  	+8.2573479e-12  	+1.1141216e-11  	+3.4732512e-12  
	-2.4400002e-01  	+4.3266779e-12  	+5.1715316e-12  	+9.0774098e-12  	+7.6059489e-12  	+1.0259743e-11  	+3.0711898e-12  
	-2.4500006e-01  	+4.0245615e-12  	+5.0171928e-12  	+1.0337676e-11  	+9.1427612e-12  	+9.3355219e-12  	+2.4891319e-12  
	-2.4600005e-01  	+4.0659308e-12  	+4.5555179e-12  	+9.7885866e-12  	+9.1396925e-12  	+8.2843888e-12  	+3.0912458e-12  
	-2.4700004e-01  	+3.1890953e-12  	+4.5783212e-12  	+1.0228660e-11  	+9.4125419e-12  	+6.7444427e-12  	+3.1712558e-12  
	-2.4800003e-01  	+3.6733689e-12  	+3.7530296e-12  	+9.8776586e-12  	+7.1169108e-12  	+8.8825492e-12  	+3.7355908e-12  
	-2.4900001e-01  	+3.8390558e-12  	+3.9572360e-12  	+9.8335047e-12  	+7.3045866e-12  	+7.5866006e-12  	+3.0261277e-12  
	-2.5000006e-01  	+3.4469320e-12  	+3.5257125e-12  	+8.5481162e-12  	+7.3229894e-12  	+7.4229485e-12  	+3.7933515e-12  
	-2.5100005e-01  	+3.3423631e-12  	+3.6091265e-12  	+9.3502601e-12  	+6.9485650e-12  	+6.5456798e-12  	+3.2214728e-12  
	-2.5200003e-01  	+3.1547761e-12  	+3.8911400e-12  	+8.9492649e-12  	+6.3737297e-12  	+7.4385480e-12  	+3.0879862e-12  
	-2.5300002e-01  	+2.9524929e-12  	+3.3192429e-12  	+8.7114560e-12  	+5.1944842e-12  	+7.0047609e-12  	+3.3851153e-12  
	-2.5400001e-01  	+2.1367381e-12  	+3.2874196e-12  	+8.3923016e-12  	+5.6195725e-12  	+6.3722721e-12  	+3.2988796e-12  
	-2.5500005e-01  	+2.3539131e-12  	+3.3062695e-12  	+6.2570209e-12  	+6.3856646e-12  	+6.1131131e-12  	+2.4505751e-12  
	-2.5600004e-01  	+2.3395940e-12  	+2.6702043e-12  	+6.4207333e-12  	+4.9781611e-12  	+5.5519304e-12  	+1.1989707e-12  
	-2.5700003e-01  	+2.0878342e-12  	+2.7995835e-12  	+6.5603946e-12  	+6.0002645e-12  	+4.7502245e-12  	+8.6186451e-13  
	-2.5800002e-01  	+1.7616618e-12  	+2.7118622e-12  	+6.1569456e-12  	+4.9600424e-12  	+5.1698602e-12  	+1.3262545e-12  
	-2.5900006e-01  	+1.8531457e-12  	+2.1466008e-12  	+4.9903848e-12  	+4.6540050e-12  	+3.1376676e-12  	+1.3481592e-12  
	-2.6000005e-01  	+1.7475197e-12  	+2.3009908e-12  	+5.5635023e-12  	+5.0377055e-12  	+4.1901508e-12  	+1.2891926e-12  
	-2.6100004e-01  	+1.4514476e-12  	+1.9111251e-12  	+4.5797975e-12  	+4.2715853e-12  	+3.8589071e-12  	+1.0191696e-12  
	-2.6200002e-01  	+1.3590790e-12  	+1.7126230e-12  	+5.7838157e-12  	+4.5828567e-12  	+3.7339238e-12  	+1.4174311e-12  
	-2.6300001e-01  	+1.4894176e-12  	+1.7413823e-12  	+3.9976928e-12  	+3.2362017e-12  	+3.3804261e-12  	+5.6848395e-13  
	-2.6400006e-01  	+1.4230236e-12  	+1.5833694e-12  	+3.7674091e-12  	+4.1684833e-12  	+1.9488903e-12  	+9.4738323e-13  
	-2.6500005e-01  	+1.7207256e-12  	+1.7047720e-12  	+3.7374626e-12  	+3.1070318e-12  	+2.4189149e-12  	+4.9091411e-13  
	-2.6600003e-01  	+1.1210842e-12  	+1.5164400e-12  	+3.3619626e-12  	+2.9012467e-12  	+2.0773756e-12  	+4.1041988e-13  
	-2.6700002e-01  	+7.8044830e-13  	+1.3451651e-12  	+3.1821570e-12  	+3.0156830e-12  	+2.9074495e-12  	+3.6204698e-13  
	-2.6800001e-01  	+1.3339706e-12  	+1.0129483e-12  	+3.5681809e-12  	+2.0191771e-12  	+1.7992640e-12  	+5.4199717e-13  
	-2.6900005e-01  	+8.7708698e-13  	+5.8650502e-13  	+2.4306867e-12  	+2.6500737e-12  	+2.3621227e-12  	+3.7183519e-13  
	-2.7000004e-01  	+1.0384573e-12  	+9.5683151e-13  	+3.1787949e-12  	+2.5683175e-12  	+1.6941736e-12  	+9.3765558e-14  
	-2.7100003e-01  	+5.8167615e-13  	+9.6497593e-13  	+3.9271733e-12  	+2.4462817e-12  	+2.7344329e-12  	+2.0114704e-13  
	-2.7200001e-01  	+6.1168334e-13  	+7.1989371e-13  	+3.6146025e-12  	+1.2694439e-12  	+1.3411464e-12  	+5.4338484e-13  
	-2.7300006e-01  	+9.2604201e-13  	+7.5190326e-13  	+2.5998661e-12  	+2.0416919e-12  	+2.0444904e-12  	+1.1949800e-13  
	-2.7400005e-01  	+5.9242823e-13  	+3.1119213e-13  	+1.5096972e-12  	+2.9662856e-12  	+1.9699800e-13  	+3.3419114e-13  
	-2.7500004e-01  	+6.9238246e-13  	+3.0172522e-13  	+1.5269919e-12  	+2.2597612e-12  	+9.5282679e-13  	+3.0296390e-13  
	-2.7600002e-01  	+1.6736332e-13  	+6.1870550e-13  	+1.7825468e-12  	+2.3351657e-12  	+7.9845077e-13  	+1.9995495e-14  
	-2.7700001e-01  	+3.6519952e-13  	+1.9293744e-13  	+1.6452046e-12  	+2.9363623e-12  	+4.7255309e-13  	-7.4589626e-14  
	-2.7800006e-01  	+3.2386276e-13  	-1.9305385e-13  	+1.4227955e-12  	+1.5906338e-12  	+7.6815487e-14  	+1.2824777e-13  
	-2.7900004e-01  	+1.3391487e-13  	-1.6697216e-13  	+7.9626214e-13  	+1.6911700e-12  	+4.5816416e-13  	+6.7073849e-14  
	-2.8000003e-01  	+3.1338072e-13  	+1.6929581e-13  	+1.2899097e-12  	+1.5668431e-12  	+3.9291568e-13  	+1.8739142e-13  
	-2.8100002e-01  	+3.6087818e-13  	+5.0029718e-13  	+1.5435648e-12  	+2.1475042e-12  	+4.2578671e-13  	-3.6044046e-13  
	-2.8200006e-01  	+2.3279805e-13  	-2.3413915e-13  	+1.1123065e-12  	+2.1929108e-12  	+5.8656091e-13  	-6.2035399e-14  
	-2.8300005e-01  	+2.2747087e-13  	+3.4860800e-13  	+5.2401795e-13  	+1.1263927e-12  	+5.6769232e-13  	+7.0119278e-14  
	-2.8400004e-01  	+9.1255643e-14  	-1.2967269e-13  	+1.2295879e-12  	+1.2722983e-12  	+7.7934935e-13  	-5.1427632e-14  
	-2.8500003e-01  	+2.8182288e-13  	-2.3937783e-13  	+1.2637209e-12  	+7.3149798e-13  	+8.4698199e-13  	+1.3937708e-13  
	-2.8600001e-01  	+2.6558527e-13  	+1.7405954e-13  	+1.0568835e-12  	+6.6251030e-13  	+5.8453063e-13  	-1.4144461e-13  
	-2.8700006e-01  	-2.7022325e-14  	+3.8671307e-13  	+6.1578119e-13  	+1.0894704e-12  	+4.7999435e-13  	-6.0259366e-13  
	-2.8800005e-01  	+1.9884203e-13  	+4.3739098e-13  	+4.8325862e-13  	+2.0701392e-12  	-1.1642464e-13  	-4.2609406e-13  
	-2.8900003e-01  	+2.4776906e-13  	+2.0792242e-13  	+9.5906670e-13  	+7.4483919e-13  	+4.2740255e-13  	-4.8799441e-13  
	-2.9000002e-01  	+2.6441645e-13  	+4.8289075e-13  	+2.4099833e-13  	+4.4129324e-13  	+4.4706277e-13  	+2.7474017e-16  
	-2.9100001e-01  	+3.8554427e-13  	+8.8544563e-13  	+4.0431040e-13  	+1.7330656e-12  	+1.6498379e-14  	-2.7863307e-13  
	-2.9200006e-01  	-6.8126246e-15  	+5.4500068e-13  	+6.4553229e-13  	+2.1201372e-12  	+1.9787346e-13  	+1.3961457e-13  
	-2.9300004e-01  	-8.7749212e-14  	+4.4647603e-13  	+3.3007004e-13  	+1.3596146e-12  	+1.6901595e-12  	-3.3465681e-13  
	-2.9400003e-01  	+5.3352678e-13  	+5.5056529e-13  	+8.6882617e-13  	+8.3322173e-13  	-1.0059960e-12  	-5.0896780e-14  
	-2.9500002e-01  	+2.9684043e-13  	+8.3368739e-13  	+1.2733461e-12  	+8.9960174e-13  	+9.9521595e-13  	-2.5030691e-13  
	-2.9600006e-01  	+4.4454354e-13  	+7.2533266e-13  	+8.4797853e-13  	+2.5419239e-12  	-3.6018901e-13  	-3.3595135e-13  
	-2.9700005e-01  	+4.3512787e-13  	+5.1036476e-14  	+6.4873600e-13  	+1.7607026e-12  	+9.5561612e-13  	-4.1722786e-13  
	-2.9800004e-01  	+4.7612467e-13  	+5.8127103e-13  	+1.2461189e-12  	+1.2775045e-12  	+1.4512893e-12  	+9.3318521e-14  
	-2.9900002e-01  	+2.0186416e-13  	+6.7929738e-13  	+3.7270599e-13  	+9.6458941e-13  	+5.5492389e-13  	+1.7671847e-14  
	-3.0000001e-01  	+3.8404948e-13  	+7.6788944e-13  	+9.9800528e-13  	+1.2035947e-12  	+4.9853698e-13  	-4.8215034e-13  
	-3.0100006e-01  	+4.5715829e-13  	+3.3282676e-13  	+8.4422996e-13  	+7.0211941e-13  	+1.1458341e-12  	-1.1465046e-13  
	-3.0200005e-01  	+6.4636583e-13  	-8.5495415e-15  	+3.6370009e-13  	+1.0487065e-12  	+9.8896683e-13  	-1.9622035e-13  
	-3.0300003e-01  	+5.0677453e-13  	+5.6079588e-14  	+2.0288396e-13  	+1.0885484e-12  	+3.0407029e-12  	+4.1345600e-13  
	-3.0400002e-01  	+4.0974003e-13  	+1.7190818e-13  	+7.9185237e-13  	+8.8331756e-13  	+1.1791010e-12  	+1.3948418e-13  
	-3.0500007e-01  	+4.7978012e-13  	+3.4337398e-13  	+4.6654602e-13  	+1.7718086e-12  	+8.1278381e-13  	-6.4537861e-13  
	-3.0600005e-01  	+4.7658107e-13  	+1.4663208e-13  	+8.0494210e-13  	+1.4608167e-12  	+1.3082940e-12  	-1.0755378e-13  
	-3.0700004e-01  	+4.6414787e-13  	+4.5972411e-13  	+7.4298586e-13  	+2.1041836e-12  	+2.3047718e-12  	+1.6042032e-13  
	-3.0800003e-01  	+3.4369063e-13  	+2.9028860e-13  	+8.4121712e-13  	+8.1698873e-13  	+1.6724830e-12  	+1.0045291e-12  
	-3.0900002e-01  	+3.6005397e-13  	+3.2627023e-13  	+1.0423921e-12  	+4.8329586e-13  	+1.1530378e-12  	-5.3159425e-13  
	-3.1000006e-01  	+4.4892543e-13  	+5.0061848e-13  	+2.1611806e-13  	+6.5566042e-13  	+4.0266198e-13  	+5.2865129e-13  
	-3.1100005e-01  	+4.9420168e-13  	+1.1798925e-13  	+7.6427590e-13  	+1.2136763e-12  	+3.3691992e-13  	-2.3734289e-13  
	-3.1200004e-01  	+4.7705600e-13  	+1.6198494e-13  	+1.9257050e-12  	+8.7806487e-13  	+7.7617356e-13  	-2.3193657e-13  
	-3.1300002e-01  	+1.6044825e-13  	+1.9715168e-13  	+1.1558878e-12  	+9.5793512e-13  	+7.7655075e-13  	-3.5949984e-13  
	-3.1400001e-01  	+6.7648941e-13  	+3.7143937e-13  	+4.9516559e-13  	+9.3449836e-13  	-6.9304371e-14  	-1.0245945e-13  
	-3.1500006e-01  	+6.4103399e-13  	+2.8749927e-13  	+4.0958635e-13  	+7.2176103e-13  	-1.0745367e-12  	-2.9744580e-13  
	-3.1600004e-01  	+3.6427285e-13  	+8.8477972e-13  	+2.6530587e-13  	+2.0080478e-12  	+1.4296267e-13  	-3.7981196e-13  
	-3.1700003e-01  	+1.4403835e-13  	+1.0771211e-13  	+6.8623574e-13  	+1.6907695e-13  	+9.9931847e-13  	-1.7596874e-13  
	-3.1800002e-01  	+5.6362711e-13  	+4.4642946e-14  	+5.3440688e-13  	+1.1381367e-12  	+5.2104702e-13  	+4.4320710e-13  
	-3.1900007e-01  	+5.8311504e-13  	+3.9066187e-13  	-4.4365412e-13  	+4.5686962e-13  	+1.7446559e-12  	+1.5872530e-13  
	-3.2000005e-01  	+3.9180739e-14  	+4.4860876e-13  	+1.1620438e-12  	+4.0216837e-13  	-6.6475943e-13  	-2.4239999e-13  
	-3.2100004e-01  	+2.6571098e-13  	+4.9125401e-13  	+8.0318656e-13  	+2.6440154e-12  	-8.1534031e-13  	-2.1318440e-13  
	-3.2200003e-01  	-1.0289718e-13  	+1.9563828e-13  	+8.5765959e-13  	+1.4452916e-12  	+9.9509485e-13  	+3.0813739e-13  
	-3.2300001e-01  	-3.0375086e-14  	+3.4432393e-13  	+2.7228146e-13  	+1.1637900e-12  	+2.7106796e-12  	-4.0771905e-13  
	-3.2400006e-01  	+1.9131693e-13  	+1.7876736e-13  	+1.2869201e-12  	+1.0472583e-12  	+1.8106494e-12  	+5.2558769e-12  
